id,gender,age,occupation,zip
1248,2,4,21,94598
1249,1,4,3,94587
1250,1,6,1,10573
1251,1,3,8,48188
1252,1,7,14,94134
1253,2,4,21,76205
1254,2,2,2,02144
1255,1,3,18,94110
1256,1,3,21,10002
1257,2,2,15,84101
1258,1,5,8,20879
1259,1,4,8,20200
1260,1,3,18,28262
1261,1,2,5,40205
1262,1,3,5,22903
1263,1,1,11,81301
1264,1,3,2,53711
1265,2,2,21,49321
1266,1,3,5,18104
1267,1,3,16,12203
1268,1,6,3,10028
1269,2,7,14,01234
1270,1,3,7,12230
1271,2,5,7,54401
1272,1,2,21,49506
1273,1,4,3,19123
1274,1,5,8,37343
1275,1,6,18,39567
1276,1,4,18,94041
1277,2,2,1,06360
1278,1,2,5,98312
1279,1,4,2,98502
1280,1,1,11,97801
1281,1,3,20,97209
1282,1,6,2,98541
1283,2,2,2,94607
1284,1,5,17,33334
1285,1,4,5,98125
1286,1,4,18,92630
1287,2,6,8,94611
1288,2,4,20,92867
1289,1,5,7,78750
1290,1,4,1,91504
1291,2,4,1,10011
1292,1,3,8,94904
1293,1,3,6,60074
1294,2,6,21,11217
1295,2,4,7,90036
1296,1,1,1,75244
1297,1,3,8,92109
1298,1,4,7,33615
1299,1,3,15,02038
1300,1,1,11,97201
1301,2,3,3,10475
1302,1,2,5,85282
1303,1,3,20,94111
1304,1,3,15,97203
1305,1,5,21,94121
1306,1,3,4,64068
1307,1,7,14,75703
1308,1,1,11,75082
1309,1,3,15,76051
1310,1,5,1,92866
1311,1,2,11,90274
1312,1,3,15,60153
1313,1,2,5,43214
1314,2,2,5,68154
1315,1,4,8,75214
1316,1,6,3,50310
1317,1,5,8,98028
1318,1,2,17,94014
1319,2,3,4,98626
1320,1,3,5,22030
1321,2,3,15,34639
1322,1,7,1,94043
1323,2,4,3,11218
1324,1,4,17,07030
1325,1,3,2,75230
1326,2,3,1,98115
1327,1,1,11,12159
1328,1,4,15,60657
1329,1,2,15,60194
1330,1,7,2,95117
1331,1,5,1,12065
1332,1,3,8,02840
1333,1,3,18,06460
1334,1,6,8,10805
1335,1,4,1,14228
1336,2,6,21,95051
1337,1,7,18,97146
1338,1,3,1,94108
1339,1,4,19,85275
1340,1,3,8,14302
1341,1,2,8,11434
1342,1,4,1,94560
1343,1,4,15,91324
1344,2,3,10,43420
1345,2,3,3,75070
1346,1,4,21,27607
1347,2,2,2,11375
1348,2,1,11,04240
1349,1,6,8,13088
1350,2,4,1,90278
1351,2,3,18,98034
1352,1,4,21,94122
1353,1,1,11,95926
1354,2,3,3,94040
1355,2,5,21,04240
1356,2,2,5,91706
1357,1,5,1,34116
1358,1,4,18,49508
1359,1,4,2,10918
1360,1,3,21,14895
1361,2,3,1,97401
1362,1,4,13,75069
1363,1,6,8,01915
1364,2,5,3,97214
1365,2,1,11,61665
1366,1,1,11,89509
1367,1,3,13,53707
1368,2,3,4,50266
1369,1,3,6,12308
1370,1,4,3,92821
1371,2,6,3,60657
1372,1,1,11,95123
1373,2,3,2,55104
1374,1,6,2,91403
1375,2,5,6,95136
1376,2,5,2,32750
1377,1,4,17,65270
1378,2,5,8,21044
1379,2,7,14,93448
1380,1,1,11,58078
1381,1,2,12,89170
1382,2,5,2,92100
1383,2,3,8,19806
1384,1,2,11,98058
1385,2,3,6,90262
1386,2,3,1,07026
1387,2,6,14,94702
1388,1,7,21,87107
1389,1,3,18,19801
1390,1,4,17,99352
1391,1,4,16,20723
1392,1,5,4,90006
1393,1,2,5,06430
1394,2,3,4,94117
1395,1,3,3,07026
1396,2,3,13,94530
1397,1,4,8,55901
1398,2,7,17,94904
1399,1,2,18,10804
1400,1,3,8,92130
1401,2,2,2,94578
1402,1,2,5,90601
1403,2,3,1,53713
1404,1,6,17,91360
1405,1,7,14,33445
1406,1,3,5,91911
1407,2,4,16,53704
1408,1,3,1,90046
1409,1,2,5,97215
1410,1,6,8,94404
1411,1,4,2,08107
1412,1,3,18,94089
1413,1,2,4,98122
1414,1,2,5,85035
1415,1,5,15,22901
1416,1,3,15,98101
1417,1,4,17,10472
1418,1,2,5,48197
1419,2,3,2,95336
1420,1,2,5,01375
1421,2,1,11,53704
1422,1,4,18,55934
1423,1,3,5,08540
1424,1,4,1,28209
1425,1,1,11,08872
1426,1,2,15,94070
1427,1,3,13,21401
1428,2,5,12,40204
1429,2,4,4,11229
1430,1,2,5,97215
1431,1,7,7,91011
1432,1,4,2,94549
1433,2,2,15,49505
1434,2,1,11,49532
1435,1,3,15,48103
1436,2,6,7,97005
1437,1,6,4,89102
1438,1,2,3,21222
1439,1,4,4,98037
1440,1,4,13,94520
1441,1,4,17,54729
1442,1,2,3,12345
1443,1,4,3,98055
1444,2,3,5,91106
1445,1,3,3,98109
1446,1,4,13,10128
1447,1,2,5,80521
1448,2,3,4,17522
1449,1,4,21,17112
1450,1,2,5,94704
1451,1,4,21,90012
1452,2,7,14,90732
1453,1,3,15,19444
1454,1,2,5,93117
1455,2,5,1,92126
1456,1,3,3,98074
1457,1,3,2,95472
1458,1,1,1,08055
1459,2,3,1,80027
1460,2,2,5,95132
1461,2,5,1,94115
1462,1,4,17,95405
1463,1,6,17,92612
1464,1,4,13,75063
1465,1,6,17,93003
1466,1,2,5,29201
1467,1,3,6,97007
1468,1,1,15,19147
1469,1,7,21,95420
1470,1,2,5,94118
1471,1,3,18,11106
1472,1,3,8,90248
1473,1,3,15,06511
1474,1,3,5,98115
1475,2,3,3,75075
1476,2,2,1,91030
1477,2,5,2,90601
1478,1,1,11,92620
1479,2,6,3,94501
1480,1,3,21,91367
1481,1,4,18,77096
1482,1,3,8,94132
1483,1,2,5,54481
1484,1,3,13,07054
1485,2,3,10,80538
1486,1,3,17,90638
1487,1,4,8,07644
1488,1,3,8,94538
1489,2,4,3,60201
1490,1,6,8,90505
1491,1,2,5,06511
1492,1,3,13,98102
1493,2,3,15,60657
1494,1,3,18,38104
1495,1,2,1,77341
1496,1,3,18,94108
1497,1,6,6,80220
1498,1,2,5,02139
1499,1,1,11,19343
1500,1,3,18,98115
1501,1,3,12,75801
1502,1,2,5,12188
1503,1,3,13,92688
1504,1,2,20,22030
1505,1,6,12,90041
1506,1,3,8,08550
1507,1,4,18,95476
1508,2,1,11,94539
1509,1,1,1,11803
1510,2,3,2,48067
1511,1,4,13,08902
1512,1,3,21,11102
1513,2,4,17,95003
1514,1,2,5,97215
1515,1,3,17,48324
1516,2,3,13,53154
1517,1,2,1,10002
1518,1,3,3,95831
1519,1,2,5,38120
1520,1,3,18,94506
1521,2,3,8,08902
1522,1,4,21,10025
1523,1,3,18,95209
1524,1,2,5,06459
1525,2,3,17,94706
1526,1,7,18,80538
1527,1,2,11,78230
1528,1,3,16,94903
1529,1,2,5,97266
1530,1,3,5,53711
1531,1,5,18,60462
1532,1,2,15,43613
1533,1,5,2,71711
1534,1,6,13,12184
1535,2,2,21,90036
1536,2,4,4,83001
1537,1,2,21,02446
1538,1,3,4,22601
1539,1,3,4,02359
1540,1,5,1,97214
1541,1,7,18,23464
1542,1,2,18,12054
1543,1,3,12,10549
1544,1,3,13,63146
1545,1,3,21,20009
1546,1,3,5,22903
1547,1,7,14,02115
1548,1,4,2,53703
1549,1,4,7,20901
1550,1,2,5,11580
1551,1,3,12,20008
1552,1,5,21,10021
1553,2,3,16,64116
1554,2,4,13,17013
1555,2,2,1,20008
1556,1,2,5,48073
1557,2,2,5,10039
1558,1,2,7,60611
1559,1,4,9,10014
1560,2,3,4,85226
1561,2,2,5,11214
1562,1,2,21,43611
1563,2,1,11,87123
1564,1,6,2,01096
1565,1,5,18,78731
1566,1,4,17,77550
1567,1,3,13,06511
1568,2,1,11,94086
1569,2,7,14,07701
1570,1,2,18,75093
1571,1,3,21,98033
1572,2,3,4,02155
1573,1,1,1,77479
1574,1,3,7,81007
1575,2,6,8,94949
1576,2,5,10,85202
1577,1,7,1,72227
1578,1,2,5,22201
1579,1,3,1,60201
1580,2,2,5,76201
1581,2,2,5,10003
1582,1,2,1,10705
1583,1,4,7,94115
1584,1,3,20,45701
1585,1,7,21,92315
1586,1,5,8,77351
1587,2,3,4,30308
1588,1,3,12,22043
1589,1,3,1,95136
1590,1,4,2,95003
1591,1,6,8,26501
1592,1,4,8,50111
1593,1,3,17,78411
1594,2,4,21,10013
1595,1,4,2,92683
1596,2,2,6,48108
1597,1,3,13,10002
1598,1,4,14,76548
1599,1,3,1,92646
1600,1,4,8,08234
1601,1,3,13,83001
1602,2,3,8,10562
1603,2,3,1,13326
1604,1,3,12,50111
1605,2,2,1,28270
1606,2,4,4,55405
1607,1,5,2,02135
1608,1,3,12,75230
1609,2,4,10,06830
1610,1,3,12,55555
1611,1,3,1,03867
1612,1,3,18,11354
1613,1,2,21,61801
1614,1,4,1,90027
1615,2,5,8,10022
1616,1,3,1,16101
1617,1,3,13,44060
1618,1,6,1,44139
1619,1,6,4,48843
1620,1,3,21,48009
1621,1,3,5,11423
1622,1,2,5,53715
1623,1,6,16,07746
1624,1,3,1,06810
1625,1,5,1,04330
1626,1,2,5,10010
1627,1,2,18,91505
1628,1,2,21,90028
1629,1,2,5,10003
1630,1,5,18,91355
1631,2,6,1,94514
1632,1,3,17,94120
1633,2,5,8,99701
1634,2,7,1,38340
1635,1,3,1,97212
1636,2,3,20,60612
1637,1,7,1,90049
1638,2,2,18,95405
1639,1,3,18,95405
1640,1,4,18,95610
1641,1,3,1,95819
1642,1,6,14,62002
1643,1,5,3,90813
1644,1,2,13,90210
1645,2,2,10,62225
1646,1,3,21,90046
1647,1,2,19,98118
1648,1,6,15,85202
1649,1,2,20,98034
1650,1,3,20,94607
1651,1,3,13,94520
1652,1,3,17,98208
1653,1,2,1,94044
1654,2,5,1,94114
1655,1,2,5,94507
1656,1,3,18,94122
1657,2,5,1,10022
1658,2,4,7,94214
1659,2,2,10,99703
1660,2,3,3,94577
1661,1,4,8,80526
1662,1,3,13,94121
1663,1,2,5,77845
1664,2,2,5,76707
1665,1,5,18,87505
1666,1,3,15,15241
1667,1,6,17,98516
1668,1,4,3,95602
1669,2,3,18,75006
1670,2,7,14,95320
1671,1,4,1,98368
1672,1,3,18,93933
1673,1,1,11,98043
1674,1,4,3,95816
1675,2,3,7,97116
1676,1,2,5,91301
1677,1,2,15,97123
1678,2,2,18,97070
1679,1,3,13,98052
1680,1,3,21,95380
1681,1,2,5,78705
1682,1,3,3,98102
1683,2,3,8,98109
1684,1,2,4,85226
1685,1,4,13,95833
1686,1,4,13,94062
1687,1,3,4,85013
1688,2,2,5,34243
1689,1,4,6,98465
1690,1,4,17,98029
1691,2,3,18,85301
1692,1,4,21,97333
1693,1,3,13,98684
1694,1,3,13,98116
1695,1,3,2,97206
1696,1,4,8,95765
1697,2,2,5,98052
1698,1,4,3,97214
1699,2,3,20,98102
1700,1,3,21,98119
1701,2,3,5,97233
1702,1,2,11,97303
1703,1,2,16,77047
1704,1,3,5,98926
1705,2,2,5,85033
1706,1,3,21,19134
1707,1,6,2,95070
1708,1,3,1,64106
1709,1,3,1,73147
1710,1,2,1,94530
1711,2,2,5,30134
1712,1,3,1,73003
1713,1,3,1,47421
1714,1,3,18,43212
1715,1,3,17,53406
1716,1,3,1,43229
1717,2,6,7,30307
1718,1,2,5,43235
1719,1,2,17,60523
1720,1,2,5,94720
1721,1,2,20,70043
1722,1,4,1,72058
1723,1,4,18,60103
1724,1,2,5,00961
1725,1,2,20,67218
1726,1,3,3,60160
1727,1,4,17,50317
1728,1,2,5,11710
1729,1,3,8,53715
1730,2,2,5,60137
1731,2,2,1,91601
1732,1,2,5,13655
1733,1,2,15,43725
1734,1,5,18,94602
1735,1,2,21,30605
1736,1,7,9,00606
1737,1,4,21,46614
1738,1,4,17,30034
1739,1,7,17,77079
1740,1,7,2,96153
1741,1,4,8,91107
1742,1,3,16,08109
1743,1,4,18,77566
1744,1,4,13,50325
1745,1,5,1,94114
1746,1,3,5,33157
1747,1,3,1,90638
1748,1,6,2,04240
1749,1,3,3,10040
1750,1,6,6,10128
1751,1,4,21,77024
1752,1,3,4,96813
1753,1,4,7,90803
1754,1,2,20,27028
1755,2,2,5,77005
1756,2,3,2,75149
1757,1,3,5,75206
1758,2,3,1,33067
1759,1,3,17,22112
1760,2,3,4,90016
1761,1,4,1,72058
1762,1,3,15,75230
1763,1,4,8,76248
1764,1,2,1,75149
1765,1,2,5,13655
1766,2,5,1,94566
1767,1,3,21,75205
1768,1,5,17,75067
1769,1,3,18,75240
1770,1,4,17,79605
1771,1,3,18,75044
1772,1,7,3,90680
1773,1,2,5,07030
1774,1,3,18,99003
1775,1,3,5,70115
1776,1,3,1,45801
1777,1,3,21,17022
1778,1,2,5,94704
1779,1,2,2,78133
1780,1,4,2,22181
1781,2,4,1,08009
1782,1,5,1,23454
1783,1,2,5,10027
1784,1,2,21,18104
1785,1,2,5,04901
1786,1,5,2,85721
1787,1,2,9,90210
1788,1,5,3,19104
1789,1,1,11,19116
1790,1,3,1,19152
1791,1,2,5,19146
1792,2,3,3,53523
1793,1,3,5,20008
1794,1,3,12,20878
1795,1,2,18,20724
1796,1,6,12,20852
1797,1,4,8,52003
1798,1,5,12,22204
1799,1,4,12,70118
1800,1,2,5,70118
1801,2,3,7,54729
1802,1,2,5,22903
1803,1,3,3,50021
1804,1,3,8,22314
1805,1,2,5,22401
1806,1,2,5,22032
1807,1,2,18,20742
1808,2,2,5,22031
1809,2,3,15,12189
1810,1,6,14,90210
1811,1,7,3,08825
1812,2,3,13,48103
1813,2,4,7,90035
1814,1,6,8,10014
1815,1,1,2,30707
1816,2,4,10,56007
1817,1,4,2,53706
1818,1,1,9,02254
1819,2,4,13,45249
1820,1,3,21,50265
1821,1,3,21,43315
1822,2,3,1,53713
1823,2,4,2,92801
1824,2,2,5,43560
1825,1,3,8,50310
1826,1,5,12,49265
1827,2,3,2,07721
1828,1,2,5,07030
1829,1,3,17,07302
1830,1,2,5,12180
1831,1,2,5,53190
1832,2,2,5,14433
1833,1,2,18,07030
1834,1,4,6,10990
1835,1,3,20,11501
1836,1,3,1,10016
1837,1,3,3,08817
1838,1,4,8,10011
1839,1,2,5,07940
1840,1,3,13,11217
1841,1,2,1,95037
1842,1,2,5,53190
1843,1,3,13,10014
1844,2,2,5,53711
1845,1,3,3,10002
1846,1,5,13,95051
1847,1,2,5,60047
1848,1,4,6,10011
1849,1,4,8,11747
1850,1,2,6,12582
1851,1,3,20,59602
1852,1,3,13,10036
1853,1,6,1,90803
1854,1,3,1,92346
1855,1,2,5,93004
1856,1,7,8,92065
1857,1,1,11,92106
1858,2,2,5,59715
1859,2,3,5,66049
1860,1,7,17,94591
1861,1,6,17,92129
1862,1,6,15,95129
1863,1,2,5,90048
1864,1,4,8,94306
1865,2,2,2,94606
1866,1,3,8,94043
1867,1,6,8,95008
1868,1,6,12,92346
1869,1,5,15,95148
1870,1,7,14,85248
1871,2,5,2,46774
1872,1,6,21,92106
1873,1,4,8,02127
1874,1,5,8,95076
1875,1,4,13,94107
1876,1,3,13,92024
1877,2,5,21,90069
1878,1,1,11,92846
1879,1,3,5,29732
1880,1,4,1,91006
1881,1,4,3,95008
1882,1,4,17,92352
1883,2,6,1,94521
1884,1,5,21,93108
1885,1,6,18,94611
1886,1,3,13,94086
1887,1,7,16,92119
1888,1,4,13,95124
1889,1,2,15,80023
1890,1,6,7,94702
1891,1,5,2,91335
1892,1,3,21,90066
1893,2,4,1,90024
1894,2,4,8,94602
1895,1,4,15,89119
1896,1,7,14,92115
1897,2,6,3,94530
1898,1,3,13,91101
1899,2,5,7,02135
1900,1,7,13,94109
1901,1,6,8,94024
1902,1,3,20,93536
1903,1,4,1,90401
1904,1,2,2,30115
1905,2,4,21,94118
1906,2,3,6,91311
1907,1,4,18,94804
1908,1,7,14,95129
1909,1,2,5,89146
1910,1,1,11,94707
1911,2,2,5,92805
1912,1,3,5,91325
1913,1,3,18,95126
1914,2,4,15,95051
1915,1,6,14,01938
1916,1,5,8,90405
1917,1,2,11,92704
1918,2,5,7,95209
1919,1,1,1,94525
1920,2,4,8,80122
1921,1,7,13,92780
1922,2,3,8,94303
1923,1,4,8,90026
1924,2,7,7,90630
1925,1,6,8,92886
1926,2,1,1,95404
1927,1,4,8,94806
1928,1,1,11,94501
1929,2,1,11,91107
1930,1,3,16,94550
1931,1,3,3,94114
1932,1,3,8,94114
1933,1,2,20,94703
1934,1,3,18,95014
1935,1,1,11,90405
1936,1,4,1,90026
1937,1,3,12,92335
1938,2,3,3,91351
1939,2,4,3,94930
1940,1,3,13,95158
1941,1,4,18,94550
1942,1,4,6,04901
1943,1,2,5,91501
1944,2,2,5,93107
1945,1,3,21,92866
1946,1,3,15,94110
1947,1,3,8,94041
1948,1,1,11,93111
1949,1,2,18,92595
1950,1,3,13,49024
1951,2,2,5,90630
1952,1,4,2,91030
1953,2,3,3,94566
1954,1,3,17,91402
1955,1,1,20,03109
1956,1,4,1,44280
1957,2,2,5,23185
1958,2,3,2,17055
1959,2,6,14,53092
1960,1,5,8,55555
1961,2,6,4,91911
1962,2,2,2,60914
1963,2,6,10,91941
1964,2,3,7,89523
1965,1,7,18,48304
1966,1,3,21,93637
1967,1,6,8,92116
1968,1,3,12,85258
1969,2,3,4,92116
1970,1,6,14,89052
1971,2,3,15,80230
1972,1,5,18,92111
1973,1,3,2,22903
1974,1,4,18,12159
1975,1,2,5,97361
1976,1,4,6,58703
1977,1,7,7,02726
1978,1,1,11,43357
1979,1,7,18,49506
1980,1,4,8,06460
1981,1,7,2,80303
1982,1,1,11,80540
1983,1,3,15,92109
1984,1,2,11,92130
1985,1,5,13,92122
1986,1,6,14,91977
1987,1,3,18,62629
1988,2,3,2,85224
1989,1,6,7,02090
1990,1,3,8,85257
1991,1,3,21,48309
1992,1,2,5,85259
1993,1,4,18,99508
1994,1,4,3,89012
1995,1,3,2,85364
1996,1,4,1,85621
1997,1,3,1,84108
1998,2,6,10,24018
1999,2,4,4,02113
2000,1,2,5,44685
2001,1,6,2,48197
2002,2,7,14,02136
2003,1,1,11,80014
2004,1,5,20,53572
2005,1,2,5,58601
2006,1,4,1,66048
2007,1,6,17,80442
2008,1,3,4,48220
2009,2,4,8,60625
2010,1,2,5,81520
2011,2,4,4,01545
2012,1,3,5,49456
2013,1,5,1,60543
2014,1,2,5,53233
2015,1,2,5,01003
2016,2,7,3,20783
2017,1,3,18,35808
2018,1,4,17,46214
2019,1,6,2,27705
2020,1,3,8,45011
2021,1,3,1,61364
2022,1,3,8,60137
2023,1,2,5,56001
2024,1,1,20,06614
2025,1,7,14,03440
2026,1,6,17,49277
2027,2,3,10,48021
2028,1,5,7,44131
2029,2,3,13,10011
2030,1,3,5,77345
2031,1,4,21,60640
2032,1,6,15,44614
2033,2,5,21,91436
2034,2,5,3,01851
2035,2,2,1,45212
2036,2,3,15,90046
2037,1,7,15,02468
2038,2,5,2,33301
2039,1,6,17,60060
2040,2,3,8,02494
2041,2,3,21,24015
2042,1,1,11,79358
2043,1,3,15,37931
2044,2,5,1,49408
2045,2,1,1,24179
2046,1,4,2,91711
2047,1,1,11,06437
2048,1,6,7,49456
2049,2,6,1,13210
2050,2,4,4,99504
2051,1,4,8,93906
2052,1,1,11,46033
2053,1,5,12,06416
2054,1,3,13,03110
2055,1,6,12,49008
2056,1,3,5,56301
2057,1,4,2,49417
2058,2,7,2,06437
2059,1,4,1,44130
2060,1,1,2,48304
2061,1,7,2,44107
2062,1,2,5,44646
2063,1,3,5,43138
2064,1,4,2,01020
2065,1,3,7,46807
2066,2,3,7,53202
2067,1,6,17,06430
2068,2,4,13,43528
2069,1,7,16,79068
2070,2,4,7,13210
2071,1,5,8,01605
2072,2,6,13,21133
2073,2,2,5,13148
2074,1,2,5,48197
2075,2,3,5,13210
2076,1,2,5,13165
2077,1,2,1,55112
2078,1,2,5,13323
2079,1,1,11,45241
2080,1,3,12,37931
2081,1,2,18,49445
2082,1,1,20,48323
2083,1,2,5,64920
2084,1,2,5,23186
2085,1,2,1,06360
2086,1,4,15,48328
2087,1,3,1,37923
2088,1,6,8,60618
2089,1,4,18,17601
2090,1,4,18,48313
2091,2,4,21,48044
2092,1,7,2,49006
2093,1,2,1,48322
2094,1,4,3,60061
2095,1,7,14,58504
2096,2,3,18,33990
2097,1,2,6,48504
2098,1,4,21,48067
2099,2,2,1,48823
2100,2,3,1,24017
2101,1,3,17,48309
2102,1,3,12,48825
2103,1,4,13,03062
2104,1,5,16,60035
2105,1,3,2,24060
2106,2,2,21,49532
2107,1,3,2,24060
2108,1,1,11,60462
2109,1,3,17,13090
2110,1,6,12,46802
2111,1,7,14,32806
2112,2,5,13,23116
2113,1,3,7,04456
2114,1,2,19,21740
2115,1,4,18,01519
2116,1,2,5,49546
2117,1,7,14,49307
2118,1,3,15,02148
2119,1,4,5,10036
2120,1,1,1,02780
2121,1,7,14,02356
2122,1,4,13,61614
2123,2,4,1,13064
2124,1,3,1,12306
2125,1,4,4,46033
2126,1,7,15,02632
2127,1,2,5,12309
2128,2,5,2,46737
2129,1,3,6,04103
2130,1,5,1,03060
2131,1,3,1,01701
2132,1,7,15,02632
2133,2,1,11,01607
2134,1,2,11,02780
2135,1,6,2,01778
2136,1,4,19,13027
2137,2,1,11,00681
2138,2,2,5,88119
2139,2,6,4,33615
2140,1,5,15,46804
2141,2,6,17,48706
2142,2,5,15,46804
2143,1,2,5,32607
2144,1,2,1,46517
2145,1,2,11,32750
2146,1,2,3,96002
2147,2,2,1,60641
2148,2,2,1,81301
2149,1,3,1,60089
2150,2,2,5,22904
2151,1,7,14,33316
2152,1,2,5,22807
2153,1,2,17,97405
2154,1,3,13,68508
2155,2,1,11,50246
2156,1,2,20,55912
2157,2,2,4,45244
2158,1,3,13,60618
2159,2,6,15,60618
2160,2,2,20,46556
2161,2,4,3,95521
2162,2,1,11,35810
2163,1,2,1,87122
2164,1,4,1,95826
2165,1,3,8,32836
2166,1,1,11,99203
2167,2,3,7,95833
2168,1,1,11,60202
2169,1,1,1,95451
2170,2,6,17,99114
2171,1,4,1,48103
2172,1,2,21,60641
2173,1,6,14,87502
2174,1,6,13,87505
2175,1,3,5,99217
2176,1,1,20,73505
2177,2,4,21,95451
2178,1,5,15,85251
2179,2,3,1,28304
2180,1,3,13,27713
2181,1,3,1,45245
2182,2,3,5,60443
2183,2,7,2,11795
2184,1,2,5,45403
2185,1,5,18,27502
2186,1,2,6,41018
2187,1,5,17,60126
2188,2,2,20,60641
2189,1,1,11,60148
2190,2,3,16,27603
2191,1,2,5,45231
2192,2,3,1,27713
2193,1,1,11,41011
2194,1,3,18,45233
2195,1,1,11,60148
2196,1,3,13,45140
2197,2,3,2,27515
2198,2,4,10,46815
2199,1,1,11,60613
2200,1,4,2,60016
2201,1,7,21,46804
2202,2,1,11,11743
2203,1,5,13,53718
2204,1,7,4,94941
2205,2,3,8,10016
2206,1,5,8,11201
2207,1,2,5,07508
2208,1,3,1,10006
2209,1,4,8,10011
2210,1,5,18,88005
2211,1,5,7,01950
2212,1,2,5,80521
2213,2,3,1,60622
2214,2,3,2,46807
2215,2,3,1,93940
2216,2,3,21,60612
2217,1,1,11,44906
2218,1,4,18,64153
2219,1,3,7,60060
2220,2,6,4,95451
2221,1,7,18,94931
2222,2,5,2,13088
2223,1,3,3,60123
2224,1,3,13,60025
2225,1,3,6,96815
2226,2,3,8,27514
2227,1,6,15,60016
2228,1,3,13,60025
2229,1,5,1,61821
2230,2,5,2,60302
2231,1,6,12,85726
2232,1,3,15,60061
2233,2,4,4,60187
2234,1,7,2,85718
2235,1,1,11,46324
2236,1,1,11,96782
2237,2,4,7,14905
2238,2,3,5,32607
2239,1,2,11,60148
2240,1,5,13,64117
2241,1,5,6,60647
2242,1,2,5,60115
2243,1,5,3,86701
2244,1,1,11,60565
2245,1,1,11,60007
2246,1,3,1,60622
2247,1,5,3,60613
2248,2,4,13,46755
2249,1,3,6,60466
2250,1,2,20,60010
2251,1,4,15,60626
2252,2,2,2,01562
2253,2,6,1,46815
2254,1,4,6,33317
2255,2,4,7,44303
2256,2,5,16,59840
2257,2,2,5,59715
2258,2,2,5,10033
2259,2,7,17,70503
2260,2,3,21,46835
2261,1,3,6,33025
2262,1,5,18,48116
2263,1,3,7,70508
2264,2,5,8,37877
2265,1,7,14,60506
2266,2,6,3,48118
2267,2,7,14,37774
2268,2,4,2,46774
2269,2,5,1,11217
2270,1,2,2,14620
2271,1,6,15,13210
2272,1,3,1,71731
2273,1,3,7,23235
2274,1,2,3,31401
2275,1,7,8,39211
2276,1,7,14,44143
2277,2,5,10,13035
2278,1,6,18,01536
2279,1,6,8,08816
2280,1,7,7,74105
2281,1,5,12,48104
2282,1,6,3,32117
2283,1,4,19,44708
2284,1,3,21,90024
2285,2,1,11,13090
2286,1,4,18,82604
2287,1,7,1,06082
2288,1,1,11,13066
2289,2,6,2,52002
2290,1,3,1,61021
2291,1,5,2,13214
2292,1,6,16,13039
2293,2,7,4,48130
2294,1,7,14,48108
2295,1,5,12,72316
2296,2,3,7,22923
2297,1,7,14,52003
2298,1,4,18,77584
2299,2,2,11,13090
2300,1,7,14,49423
2301,2,3,13,02478
2302,1,6,13,48104
2303,1,6,18,08055
2304,1,5,13,94103
2305,1,6,21,48104
2306,2,2,5,02138
2307,1,3,18,02140
2308,2,5,17,48103
2309,2,5,1,08901
2310,1,5,13,48130
2311,2,3,5,22902
2312,1,5,1,13131
2313,2,6,7,48103
2314,2,3,2,13210
2315,1,7,8,48114
2316,1,4,1,13207
2317,2,5,10,57108
2318,1,7,8,48114
2319,1,4,8,48104
2320,2,6,2,06043
2321,1,3,8,30115
2322,2,7,14,48105
2323,1,4,4,13088
2324,1,4,18,50321
2325,2,2,5,27708
2326,1,2,5,01040
2327,1,2,11,48169
2328,1,7,8,13212
2329,2,7,16,97367
2330,1,5,8,48103
2331,1,7,2,48104
2332,1,7,15,01545
2333,1,6,7,13035
2334,2,7,8,01562
2335,1,6,18,48197
2336,1,4,19,13146
2337,1,4,18,49424
2338,1,5,18,13152
2339,2,7,4,52003
2340,1,4,3,48104
2341,1,7,2,13210
2342,1,4,4,48107
2343,2,5,2,01604
2344,1,3,13,02139
2345,1,4,17,98031
2346,2,1,11,48105
2347,1,4,2,48116
2348,1,6,13,06082
2349,1,3,9,50309
2350,1,2,5,44312
2351,2,3,1,11106
2352,1,6,14,41076
2353,2,4,10,61270
2354,1,4,12,94306
2355,2,5,10,13203
2356,2,6,17,13207
2357,2,4,15,13316
2358,2,7,7,06074
2359,1,7,14,13685
2360,1,6,7,13210
2361,1,7,8,49423
2362,1,3,15,94110
2363,1,6,15,95823
2364,2,7,10,13078
2365,1,6,8,13203
2366,2,5,17,01532
2367,2,3,10,49424
2368,2,7,14,13057
2369,1,4,15,06040
2370,1,6,2,13215
2371,2,4,8,06082
2372,2,5,8,01602
2373,1,5,8,94109
2374,1,3,15,94404
2375,2,6,8,13027
2376,1,3,2,13210
2377,1,4,1,06108
2378,1,3,4,75150
2379,1,2,19,13045
2380,1,3,5,22903
2381,2,4,10,13066
2382,1,6,14,59715
2383,2,3,15,95125
2384,1,4,18,62034
2385,2,5,3,01545
2386,2,3,1,06040
2387,1,3,18,32224
2388,1,7,6,06082
2389,1,3,17,37922
2390,2,3,7,33076
2391,1,6,19,13126
2392,2,7,4,06040
2393,1,7,14,13123
2394,1,4,7,37923
2395,1,4,8,08021
2396,2,2,1,22102
2397,2,4,12,43201
2398,1,3,1,98122
2399,1,4,18,11355
2400,2,3,17,95687
2401,1,3,5,22901
2402,1,5,18,32024
2403,1,2,5,37743
2404,1,2,8,64055
2405,1,6,9,78065
2406,2,7,13,01520
2407,1,4,17,11358
2408,2,5,2,01609
2409,2,4,10,06074
2410,1,7,8,06071
2411,2,4,15,01536
2412,1,7,14,01501
